login_streak,posts_created,comments_written,upvotes_received,quizzes_completed,buddies_messaged,karma_spent,karma_earned,spam,surprise_unlocked,reward_karma,reason,rarity,box_type,status
5,5,5,15,0,4,5,25,False,True,20,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,11,18,23,10,11,4,30,False,True,26,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,2,3,3,5,2,14,21,False,True,7,quizzes_completed+login_streak,common,streak,delivered
3,10,9,5,4,4,2,18,False,True,16,quizzes_completed+login_streak,common,streak,delivered
1,2,3,5,0,1,6,8,False,False,2,low_karma_diff,,,missed
6,8,2,10,5,10,1,20,False,True,19,quizzes_completed+login_streak,rare,streak,delivered
3,7,8,16,7,13,11,27,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,1,3,2,0,0,4,8,False,False,4,low_karma_diff,,,missed
3,9,10,5,3,3,4,11,False,True,7,posts_created+karma_earned,common,mystery,delivered
1,1,3,2,0,0,5,6,False,False,1,low_karma_diff,,,missed
1,7,2,2,2,0,1,20,False,True,19,posts_created+login_streak,common,comeback,delivered
0,0,16,22,3,6,8,20,False,True,12,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,5,13,30,3,7,11,26,False,True,15,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
3,5,3,5,4,4,8,23,True,False,0,spam,,,missed
9,11,6,22,5,11,23,28,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
2,0,2,3,0,2,7,7,False,False,0,low_karma_diff,,,missed
1,2,0,0,0,2,7,9,False,False,2,low_karma_diff,,,missed
7,0,7,13,4,8,8,17,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
2,9,9,10,3,8,22,28,False,True,6,no_reason,rare,social,delivered
7,5,3,5,3,9,12,21,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
0,3,7,10,2,8,20,26,False,True,6,no_reason,common,social,delivered
5,6,10,9,2,4,24,29,False,True,5,no_reason,legendary,social,delivered
2,8,9,13,3,10,20,30,False,True,10,no_reason,common,social,delivered
6,1,2,14,4,8,1,23,False,True,22,quizzes_completed+login_streak,rare,streak,delivered
0,2,7,8,3,4,6,21,False,True,15,posts_created+karma_earned,common,mystery,delivered
1,5,19,14,2,12,21,28,False,True,7,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,1,2,1,0,0,3,6,False,False,3,low_karma_diff,,,missed
2,2,9,9,2,3,3,12,False,True,9,posts_created+karma_earned,common,mystery,delivered
1,8,5,5,1,2,0,30,False,True,30,posts_created+login_streak,rare,comeback,delivered
2,1,0,3,0,2,6,6,False,False,0,low_karma_diff,,,missed
1,9,1,6,1,0,14,26,False,True,12,posts_created+karma_earned,common,mystery,delivered
0,6,0,8,2,3,3,24,False,True,21,posts_created+karma_earned,common,mystery,delivered
9,7,4,4,5,10,1,18,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
0,0,4,2,0,1,1,5,False,False,4,low_karma_diff,,,missed
1,8,4,1,1,3,17,22,False,True,5,posts_created+login_streak,common,comeback,delivered
2,4,15,18,3,13,9,27,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,1,12,18,0,6,6,25,False,True,19,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,2,10,7,2,3,7,19,False,True,12,posts_created+karma_earned,common,mystery,delivered
3,3,3,4,3,2,15,28,False,True,13,posts_created+karma_earned,common,mystery,delivered
1,2,2,1,2,0,5,10,False,True,5,posts_created+login_streak,common,comeback,delivered
1,1,8,1,3,5,15,20,False,True,5,posts_created+karma_earned,common,mystery,delivered
5,5,13,14,2,8,22,30,False,True,8,no_reason,rare,social,delivered
1,4,4,1,2,5,0,17,False,True,17,posts_created+login_streak,common,comeback,delivered
0,5,10,18,3,15,20,30,False,True,10,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
0,6,12,15,3,5,21,26,False,True,5,no_reason,common,social,delivered
0,5,0,1,0,5,5,23,False,True,18,posts_created+karma_earned,common,mystery,delivered
2,10,6,11,3,9,20,29,False,True,9,no_reason,common,social,delivered
7,4,5,7,1,10,14,30,False,True,16,quizzes_completed+login_streak,rare,streak,delivered
5,13,13,15,3,8,4,27,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,5,4,2,3,2,2,19,False,True,17,posts_created+karma_earned,common,mystery,delivered
0,0,2,2,0,0,7,9,False,False,2,low_karma_diff,,,missed
2,4,7,15,1,10,20,26,False,True,6,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,6,9,12,2,10,22,28,False,True,6,no_reason,rare,social,delivered
5,6,14,11,1,9,7,21,False,True,14,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
8,0,6,3,4,9,1,18,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
5,6,10,18,7,10,16,26,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,0,3,0,0,2,10,10,False,False,0,low_karma_diff,,,missed
4,8,10,14,3,7,20,26,False,True,6,no_reason,common,social,delivered
9,3,3,1,3,8,6,18,False,True,12,quizzes_completed+login_streak,rare,streak,delivered
2,5,1,4,0,3,0,0,True,False,0,spam,,,missed
5,6,6,6,0,4,0,26,False,True,26,posts_created+karma_earned,rare,mystery,delivered
1,2,4,1,1,5,13,21,False,True,8,posts_created+login_streak,common,comeback,delivered
0,0,4,4,0,0,2,5,False,False,3,low_karma_diff,,,missed
1,3,17,30,3,9,0,23,False,True,23,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,3,7,1,1,3,11,26,False,True,15,posts_created+karma_earned,common,mystery,delivered
3,2,1,5,2,5,13,27,True,False,0,spam,,,missed
9,6,9,12,5,2,16,24,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
7,8,5,8,2,11,2,29,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,2,6,0,2,2,16,24,False,True,8,quizzes_completed+login_streak,common,streak,delivered
2,1,1,3,0,2,10,10,False,False,0,low_karma_diff,,,missed
10,3,0,14,1,1,9,15,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
4,3,0,11,4,8,8,27,False,True,19,quizzes_completed+login_streak,common,streak,delivered
10,6,8,11,9,7,2,28,False,True,26,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,3,5,13,2,9,0,19,False,True,19,quizzes_completed+login_streak,common,streak,delivered
3,9,11,12,2,10,20,26,False,True,6,no_reason,common,social,delivered
4,8,8,5,3,10,22,28,False,True,6,no_reason,rare,social,delivered
8,6,8,11,4,3,18,26,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
8,4,1,7,5,8,0,16,False,True,16,quizzes_completed+login_streak,rare,streak,delivered
4,4,20,19,0,6,0,22,False,True,22,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,4,4,5,1,4,8,29,False,True,21,posts_created+login_streak,rare,comeback,delivered
7,12,13,8,4,7,19,30,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,5,18,30,3,15,18,24,False,True,6,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
9,10,20,16,5,3,4,29,False,True,25,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,10,1,2,1,0,3,10,False,True,7,posts_created+login_streak,common,comeback,delivered
2,5,8,5,1,4,1,13,False,True,12,posts_created+karma_earned,common,mystery,delivered
1,9,3,5,1,4,1,20,False,True,19,posts_created+login_streak,common,comeback,delivered
4,6,10,22,4,14,3,30,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,10,11,10,3,9,20,25,False,True,5,no_reason,common,social,delivered
10,10,19,8,2,9,7,25,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
7,2,4,5,5,8,5,15,False,True,10,quizzes_completed+login_streak,rare,streak,delivered
5,5,8,9,2,5,21,26,False,True,5,no_reason,common,social,delivered
2,7,5,15,3,7,20,29,False,True,9,no_reason,common,social,delivered
4,12,3,14,7,12,2,25,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,10,5,0,1,5,1,11,False,True,10,posts_created+login_streak,common,comeback,delivered
1,4,1,9,1,5,0,10,False,True,10,posts_created+karma_earned,common,mystery,delivered
8,11,15,10,5,15,6,29,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,5,2,12,3,5,11,18,False,True,7,quizzes_completed+login_streak,rare,streak,delivered
5,10,2,8,1,7,3,11,False,True,8,posts_created+karma_earned,common,mystery,delivered
2,0,1,1,0,1,3,6,False,False,3,low_karma_diff,,,missed
4,4,5,9,5,9,4,20,False,True,16,quizzes_completed+login_streak,common,streak,delivered
3,5,18,29,2,6,0,28,False,True,28,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
8,8,9,7,5,5,14,19,False,True,5,quizzes_completed+login_streak,rare,streak,delivered
2,2,4,1,0,1,2,6,False,False,4,low_karma_diff,,,missed
0,1,1,3,0,0,4,5,False,False,1,low_karma_diff,,,missed
5,15,5,19,7,11,17,26,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,0,5,24,0,11,1,21,False,True,20,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,8,2,0,2,2,11,17,False,True,6,posts_created+login_streak,common,comeback,delivered
4,7,0,5,0,1,5,13,False,True,8,posts_created+karma_earned,common,mystery,delivered
9,8,19,11,8,6,19,30,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,0,18,20,2,4,7,21,False,True,14,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
4,7,13,6,3,10,20,26,False,True,6,no_reason,common,social,delivered
5,5,6,9,2,7,2,10,False,True,8,posts_created+karma_earned,common,mystery,delivered
5,11,13,16,9,13,22,30,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,7,9,5,1,3,9,27,False,True,18,posts_created+karma_earned,common,mystery,delivered
4,0,5,25,1,4,1,23,False,True,22,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,2,2,5,1,3,7,14,False,True,7,posts_created+login_streak,common,comeback,delivered
1,7,5,2,2,5,5,15,False,True,10,posts_created+login_streak,common,comeback,delivered
5,6,5,7,2,7,13,21,False,True,8,posts_created+karma_earned,common,mystery,delivered
1,8,4,1,2,1,21,27,False,True,6,posts_created+login_streak,common,comeback,delivered
9,15,8,16,2,8,12,28,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,4,9,0,5,4,14,27,False,True,13,quizzes_completed+login_streak,common,streak,delivered
3,8,9,25,6,10,14,25,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,0,20,24,0,12,2,29,False,True,27,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,2,0,3,0,1,4,6,False,False,2,low_karma_diff,,,missed
2,2,2,2,0,0,5,9,False,False,4,low_karma_diff,,,missed
1,9,4,4,2,2,13,22,False,True,9,posts_created+login_streak,common,comeback,delivered
0,9,14,10,3,8,20,27,False,True,7,no_reason,common,social,delivered
1,10,5,5,2,3,2,11,False,True,9,posts_created+login_streak,common,comeback,delivered
0,8,6,5,3,4,20,27,False,True,7,no_reason,common,social,delivered
3,2,7,20,2,11,2,30,False,True,28,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
3,6,0,1,2,3,2,15,False,True,13,posts_created+karma_earned,common,mystery,delivered
1,7,7,8,3,6,24,30,False,True,6,no_reason,legendary,social,delivered
9,7,7,12,5,2,6,27,False,True,21,quizzes_completed+login_streak,legendary,streak,delivered
1,5,1,2,1,4,3,11,False,True,8,posts_created+login_streak,common,comeback,delivered
1,6,3,4,1,2,13,30,False,True,17,posts_created+login_streak,common,comeback,delivered
7,5,0,10,2,1,8,16,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
5,9,15,12,2,7,20,29,False,True,9,no_reason,common,social,delivered
1,2,3,5,0,2,10,10,False,False,0,low_karma_diff,,,missed
0,2,2,2,0,1,4,7,False,False,3,low_karma_diff,,,missed
3,8,4,6,3,3,10,18,False,True,8,posts_created+karma_earned,common,mystery,delivered
0,5,1,8,3,4,3,24,False,True,21,posts_created+karma_earned,common,mystery,delivered
3,10,9,9,5,0,3,22,False,True,19,quizzes_completed+login_streak,common,streak,delivered
1,7,2,2,1,4,2,27,False,True,25,posts_created+login_streak,rare,comeback,delivered
2,6,4,15,3,5,22,28,False,True,6,no_reason,rare,social,delivered
3,2,5,15,1,8,15,28,False,True,13,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
6,2,10,5,4,1,21,30,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
4,9,6,5,3,6,20,25,False,True,5,no_reason,common,social,delivered
1,6,4,10,2,6,4,24,False,True,20,posts_created+karma_earned,common,mystery,delivered
5,4,20,27,3,9,7,21,False,True,14,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,4,2,3,1,4,19,24,False,True,5,posts_created+login_streak,common,comeback,delivered
8,6,9,8,10,6,3,26,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
9,6,9,3,1,10,4,20,False,True,16,quizzes_completed+login_streak,rare,streak,delivered
2,3,1,1,1,5,8,20,True,False,0,spam,,,missed
3,4,4,14,5,10,1,15,False,True,14,quizzes_completed+login_streak,common,streak,delivered
4,1,10,26,3,4,10,23,False,True,13,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,3,10,11,2,5,7,25,False,True,18,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
7,14,17,17,9,6,9,25,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
5,3,5,2,2,1,16,28,False,True,12,posts_created+karma_earned,common,mystery,delivered
1,1,0,5,0,0,5,5,False,False,0,low_karma_diff,,,missed
9,12,14,14,3,3,3,27,False,True,24,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,15,3,9,8,5,19,27,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,3,5,13,1,6,8,17,False,True,9,quizzes_completed+login_streak,common,streak,delivered
1,8,5,1,2,5,12,27,False,True,15,posts_created+login_streak,common,comeback,delivered
5,3,7,15,2,7,22,29,False,True,7,no_reason,rare,social,delivered
5,10,10,8,3,10,21,26,False,True,5,no_reason,common,social,delivered
1,5,7,11,3,14,14,29,False,True,15,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
8,8,17,24,3,4,12,26,False,True,14,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,8,9,13,3,1,6,23,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
5,0,3,2,3,5,9,14,True,False,0,spam,,,missed
5,2,2,0,2,6,4,10,False,True,6,posts_created+karma_earned,common,mystery,delivered
8,11,4,16,9,9,4,27,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,6,3,5,1,0,3,11,False,True,8,posts_created+login_streak,common,comeback,delivered
5,6,7,11,2,7,21,30,False,True,9,no_reason,common,social,delivered
0,2,3,0,0,0,8,10,False,False,2,low_karma_diff,,,missed
2,8,15,6,3,8,20,29,False,True,9,no_reason,common,social,delivered
6,1,10,0,2,3,5,20,False,True,15,quizzes_completed+login_streak,rare,streak,delivered
7,6,2,2,2,2,0,20,False,True,20,quizzes_completed+login_streak,rare,streak,delivered
0,3,8,8,1,3,12,18,False,True,6,posts_created+karma_earned,common,mystery,delivered
1,5,14,26,0,3,10,23,False,True,13,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
5,7,10,1,5,9,12,28,False,True,16,quizzes_completed+login_streak,common,streak,delivered
8,8,4,1,2,5,1,22,False,True,21,quizzes_completed+login_streak,legendary,streak,delivered
1,6,4,1,1,5,3,17,False,True,14,posts_created+login_streak,common,comeback,delivered
5,5,2,4,1,2,20,27,True,False,0,spam,,,missed
1,10,3,1,1,2,7,29,False,True,22,posts_created+login_streak,rare,comeback,delivered
3,0,8,2,4,4,12,27,False,True,15,quizzes_completed+login_streak,common,streak,delivered
8,5,9,2,3,1,3,22,False,True,19,quizzes_completed+login_streak,rare,streak,delivered
2,7,12,13,2,7,24,29,False,True,5,no_reason,legendary,social,delivered
2,8,2,0,0,4,9,14,False,True,5,posts_created+karma_earned,common,mystery,delivered
1,4,4,3,2,4,7,17,False,True,10,posts_created+login_streak,common,comeback,delivered
1,3,5,0,1,2,2,14,False,True,12,posts_created+login_streak,common,comeback,delivered
1,4,7,1,2,5,4,20,False,True,16,posts_created+karma_earned,common,mystery,delivered
1,8,4,4,2,0,7,17,False,True,10,posts_created+login_streak,common,comeback,delivered
1,3,3,2,1,0,6,23,False,True,17,posts_created+login_streak,common,comeback,delivered
1,0,0,2,0,1,6,9,False,False,3,low_karma_diff,,,missed
0,2,2,1,0,0,8,10,False,False,2,low_karma_diff,,,missed
1,5,3,3,2,0,13,30,False,True,17,posts_created+login_streak,common,comeback,delivered
2,2,13,14,2,14,18,27,False,True,9,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,2,2,2,0,2,4,5,False,False,1,low_karma_diff,,,missed
3,8,10,6,3,1,2,22,False,True,20,posts_created+karma_earned,common,mystery,delivered
5,10,1,9,1,3,4,26,False,True,22,posts_created+karma_earned,common,mystery,delivered
5,5,7,11,1,10,13,23,False,True,10,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
5,4,3,7,0,0,8,17,False,True,9,posts_created+karma_earned,common,mystery,delivered
4,0,19,16,1,5,5,26,False,True,21,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
0,0,20,11,1,9,13,28,False,True,15,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
2,6,10,6,1,4,9,28,False,True,19,posts_created+karma_earned,common,mystery,delivered
1,5,1,3,1,3,0,19,False,True,19,posts_created+login_streak,common,comeback,delivered
0,0,4,1,0,0,3,7,False,False,4,low_karma_diff,,,missed
1,2,5,5,1,5,5,11,False,True,6,posts_created+login_streak,common,comeback,delivered
4,7,8,12,4,10,4,28,False,True,24,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,2,16,23,2,13,13,29,False,True,16,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
6,12,7,15,5,5,2,28,False,True,26,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
7,8,20,10,10,4,17,26,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,3,5,5,2,1,12,30,False,True,18,posts_created+login_streak,common,comeback,delivered
1,8,2,2,2,1,2,17,False,True,15,posts_created+login_streak,common,comeback,delivered
10,9,7,1,2,8,9,16,False,True,7,quizzes_completed+login_streak,rare,streak,delivered
5,6,14,25,1,10,22,30,False,True,8,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,7,7,2,1,3,4,28,False,True,24,posts_created+karma_earned,rare,mystery,delivered
4,3,5,17,0,3,9,30,False,True,21,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
7,6,6,23,4,12,25,30,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,0,0,3,0,1,6,9,False,False,3,low_karma_diff,,,missed
1,1,3,1,0,0,3,7,False,False,4,low_karma_diff,,,missed
4,7,1,8,1,5,9,25,False,True,16,posts_created+karma_earned,common,mystery,delivered
0,0,3,1,0,0,5,7,False,False,2,low_karma_diff,,,missed
3,8,13,6,2,9,23,28,False,True,5,no_reason,rare,social,delivered
1,0,0,5,0,1,5,7,False,False,2,low_karma_diff,,,missed
2,0,0,0,0,2,7,10,False,False,3,low_karma_diff,,,missed
1,5,5,6,2,10,20,25,False,True,5,no_reason,common,social,delivered
6,8,6,9,5,1,14,27,False,True,13,quizzes_completed+login_streak,rare,streak,delivered
2,0,0,1,0,0,6,9,False,False,3,low_karma_diff,,,missed
0,6,15,15,2,10,20,26,False,True,6,no_reason,common,social,delivered
3,2,14,18,3,12,14,23,False,True,9,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
4,8,1,14,4,9,6,20,False,True,14,quizzes_completed+login_streak,common,streak,delivered
2,5,5,15,3,7,20,25,False,True,5,no_reason,common,social,delivered
4,12,8,25,9,15,20,25,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
7,12,17,23,2,6,4,28,False,True,24,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,6,4,8,5,1,17,30,False,True,13,quizzes_completed+login_streak,common,streak,delivered
3,15,13,20,3,7,10,26,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
10,4,4,10,4,3,0,17,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
3,4,16,11,3,8,16,30,False,True,14,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
2,4,11,15,2,10,22,27,False,True,5,no_reason,rare,social,delivered
4,8,18,10,3,14,12,27,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,3,4,3,2,4,6,23,False,True,17,posts_created+login_streak,common,comeback,delivered
5,7,5,7,2,4,20,28,False,True,8,no_reason,common,social,delivered
0,5,14,13,2,5,20,28,False,True,8,no_reason,common,social,delivered
4,0,16,29,0,13,13,27,False,True,14,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
8,6,18,13,10,14,10,25,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,4,19,10,1,7,25,30,False,True,5,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,1,3,4,0,1,3,6,False,False,3,low_karma_diff,,,missed
5,4,10,13,3,7,24,30,False,True,6,no_reason,legendary,social,delivered
3,12,14,11,3,5,16,29,False,True,13,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,9,5,3,2,0,16,21,False,True,5,posts_created+login_streak,common,comeback,delivered
7,13,12,20,10,14,13,26,False,True,13,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,3,2,1,1,3,1,11,False,True,10,posts_created+login_streak,common,comeback,delivered
3,12,14,16,10,6,12,30,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
8,8,3,24,8,7,20,25,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
10,5,4,19,9,14,18,27,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,1,4,1,0,0,5,8,False,False,3,low_karma_diff,,,missed
2,4,10,5,1,2,3,10,False,True,7,posts_created+karma_earned,common,mystery,delivered
5,1,10,11,1,15,1,24,False,True,23,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,3,5,5,1,3,6,26,False,True,20,posts_created+login_streak,rare,comeback,delivered
7,3,3,11,1,5,1,19,False,True,18,quizzes_completed+login_streak,rare,streak,delivered
4,12,13,15,2,3,12,29,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,9,12,10,3,9,23,29,False,True,6,no_reason,rare,social,delivered
3,0,15,28,1,14,12,23,False,True,11,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
2,1,2,1,0,2,4,7,False,False,3,low_karma_diff,,,missed
0,1,4,1,0,0,8,10,False,False,2,low_karma_diff,,,missed
0,1,12,22,0,10,2,20,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,9,9,14,3,8,21,30,False,True,9,no_reason,common,social,delivered
1,4,1,0,1,4,3,11,False,True,8,posts_created+login_streak,common,comeback,delivered
10,15,17,24,10,10,20,26,False,True,6,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,1,0,4,0,2,4,7,False,False,3,low_karma_diff,,,missed
2,0,8,11,0,9,20,26,False,True,6,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,10,2,5,1,1,12,25,False,True,13,posts_created+login_streak,common,comeback,delivered
1,10,4,0,2,4,5,12,False,True,7,posts_created+login_streak,common,comeback,delivered
0,0,6,30,0,9,4,25,False,True,21,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,9,8,16,4,12,21,29,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,10,5,2,4,2,5,15,False,True,10,quizzes_completed+login_streak,common,streak,delivered
1,2,2,2,0,0,3,6,False,False,3,low_karma_diff,,,missed
1,4,9,18,2,12,19,27,False,True,8,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
0,6,7,7,0,6,14,25,False,True,11,posts_created+karma_earned,common,mystery,delivered
1,7,5,3,1,0,16,29,False,True,13,posts_created+login_streak,common,comeback,delivered
4,0,12,22,2,14,22,27,False,True,5,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,5,8,25,2,12,0,27,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,11,7,17,9,4,10,29,False,True,19,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,1,0,2,0,1,5,8,False,False,3,low_karma_diff,,,missed
7,2,6,6,3,0,7,21,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
5,9,15,5,2,6,22,27,False,True,5,no_reason,rare,social,delivered
0,2,4,3,0,0,2,5,False,False,3,low_karma_diff,,,missed
1,3,3,5,1,5,3,26,False,True,23,posts_created+login_streak,rare,comeback,delivered
10,6,6,3,4,8,2,15,False,True,13,quizzes_completed+login_streak,rare,streak,delivered
4,0,1,2,3,1,5,26,True,False,0,spam,,,missed
4,1,10,21,1,3,3,25,False,True,22,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,0,4,5,0,1,3,5,False,False,2,low_karma_diff,,,missed
4,4,4,4,0,1,17,22,False,True,5,posts_created+karma_earned,common,mystery,delivered
0,1,0,4,0,0,6,6,False,False,0,low_karma_diff,,,missed
7,9,15,21,9,5,19,30,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
5,1,1,4,0,6,4,30,False,True,26,posts_created+karma_earned,rare,mystery,delivered
8,8,8,11,5,10,13,21,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
7,8,6,14,4,13,12,29,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,4,10,9,2,10,21,26,False,True,5,no_reason,common,social,delivered
5,1,6,1,0,7,7,20,False,True,13,posts_created+karma_earned,common,mystery,delivered
10,13,12,10,8,3,6,29,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,7,3,4,2,4,9,14,False,True,5,posts_created+login_streak,common,comeback,delivered
5,15,4,15,5,14,15,28,False,True,13,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,3,4,1,1,0,4,18,False,True,14,posts_created+login_streak,common,comeback,delivered
6,9,3,5,5,4,14,28,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
6,10,6,22,7,9,24,30,False,True,6,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,7,1,0,0,5,2,14,False,True,12,posts_created+karma_earned,common,mystery,delivered
0,9,9,12,2,8,20,26,False,True,6,no_reason,common,social,delivered
0,1,1,3,0,0,7,9,False,False,2,low_karma_diff,,,missed
